"","name","longitude","latitude","prov","date","year","time_frame"
"699","Zanthoxylum americanum",-85.8221297302,32.2282230671,"inat",2012-04-26,2012,"T2"
"700","Zanthoxylum americanum",-89.4743974179,40.85018817,"inat",2019-01-18,2019,"T2"
"701","Zanthoxylum americanum",-80.1106866296,43.4154957375,"inat",2016-09-04,2016,"T2"
"702","Zanthoxylum americanum",-80.9847292761,43.251334198,"inat",2019-01-16,2019,"T2"
"703","Zanthoxylum americanum",-93.4993802298,44.8988595797,"inat",2018-05-01,2018,"T2"
"704","Zanthoxylum americanum",-75.837197,44.540219,"inat",2018-07-01,2018,"T2"
"705","Zanthoxylum americanum",-73.2090223886,43.8505161001,"inat",2019-01-07,2019,"T2"
"706","Zanthoxylum americanum",-77.3187289,44.4849793869,"inat",2018-07-01,2018,"T2"
"707","Zanthoxylum americanum",-79.9294444444,43.290825,"inat",2019-01-05,2019,"T2"
"708","Zanthoxylum americanum",-75.22436,45.206806,"inat",2018-06-17,2018,"T2"
"709","Zanthoxylum americanum",-74.154966,45.111696,"inat",2018-06-09,2018,"T2"
"710","Zanthoxylum americanum",-74.277477,45.066377,"inat",2018-06-09,2018,"T2"
"711","Zanthoxylum americanum",-75.351828,45.51898,"inat",2019-01-03,2019,"T2"
"712","Zanthoxylum americanum",-79.97853,43.5103866667,"inat",2018-12-30,2018,"T2"
"713","Zanthoxylum americanum",-76.31755,44.829045,"inat",2018-04-29,2018,"T2"
"714","Zanthoxylum americanum",-76.223199,45.477079,"inat",2018-04-28,2018,"T2"
"715","Zanthoxylum americanum",-76.220945,45.489429,"inat",2018-04-28,2018,"T2"
"716","Zanthoxylum americanum",-80.0032529952,43.4328836753,"inat",2018-07-31,2018,"T2"
"717","Zanthoxylum americanum",-79.9971098567,43.4834660484,"inat",2018-07-06,2018,"T2"
"718","Zanthoxylum americanum",-76.218427,45.48174,"inat",2018-04-28,2018,"T2"
"719","Zanthoxylum americanum",-82.7889611111,42.2119083333,"inat",2018-12-19,2018,"T2"
"720","Zanthoxylum americanum",-87.885484,41.720486,"inat",2018-12-16,2018,"T2"
"721","Zanthoxylum americanum",-87.830977,41.841113,"inat",2018-12-08,2018,"T2"
"722","Zanthoxylum americanum",-73.3314361572,44.0771026611,"inat",2018-12-08,2018,"T2"
"723","Zanthoxylum americanum",-81.7024388889,42.4561694444,"inat",2018-12-02,2018,"T2"
"724","Zanthoxylum americanum",-93.5893643,41.2923732,"inat",2018-07-26,2018,"T2"
"725","Zanthoxylum americanum",-75.6914247572,44.9873563546,"inat",2018-11-18,2018,"T2"
"726","Zanthoxylum americanum",-78.141975,40.3572966667,"inat",2018-09-24,2018,"T2"
"727","Zanthoxylum americanum",-81.1826552823,43.0639571281,"inat",2018-11-17,2018,"T2"
"728","Zanthoxylum americanum",-87.9656066895,41.1882514954,"inat",2018-11-07,2018,"T2"
"729","Zanthoxylum americanum",-76.9124386164,42.7378949036,"inat",2013-05-03,2013,"T2"
"730","Zanthoxylum americanum",-76.091514,42.995576,"inat",2018-11-03,2018,"T2"
"731","Zanthoxylum americanum",-73.2275916667,44.3116416667,"inat",2018-11-02,2018,"T2"
"732","Zanthoxylum americanum",-76.0908361592,42.9971424816,"inat",2014-05-17,2014,"T2"
"733","Zanthoxylum americanum",-84.123886145,34.1246640817,"inat",2018-10-29,2018,"T2"
"734","Zanthoxylum americanum",-75.7093614592,44.3367425556,"inat",2018-09-16,2018,"T2"
"735","Zanthoxylum americanum",-83.9334044,42.4237667,"inat",2015-08-22,2015,"T2"
"736","Zanthoxylum americanum",-83.9334044,42.4237667,"inat",2015-08-22,2015,"T2"
"737","Zanthoxylum americanum",-73.8448845615,45.5725544598,"inat",2018-10-25,2018,"T2"
"738","Zanthoxylum americanum",-83.5484161377,42.5013580322,"inat",2018-10-24,2018,"T2"
"739","Zanthoxylum americanum",-87.7120533333,42.0602333333,"inat",2018-10-20,2018,"T2"
"740","Zanthoxylum americanum",-89.6052204072,40.8584437244,"inat",2018-10-20,2018,"T2"
"741","Zanthoxylum americanum",-87.7908466667,42.0100527833,"inat",2018-10-06,2018,"T2"
"742","Zanthoxylum americanum",-86.0788775335,43.3019681486,"inat",2018-08-19,2018,"T2"
"743","Zanthoxylum americanum",-75.7919287729,45.370789514,"inat",2017-08-16,2017,"T2"
"744","Zanthoxylum americanum",-88.9956447419,41.3119542943,"inat",2018-08-10,2018,"T2"
"745","Zanthoxylum americanum",-85.7047902746,42.978364172,"inat",2018-10-13,2018,"T2"
"746","Zanthoxylum americanum",-80.3924567172,43.3045966797,"inat",2018-10-12,2018,"T2"
"747","Zanthoxylum americanum",-83.37359658,42.34666063,"inat",2018-10-11,2018,"T2"
"748","Zanthoxylum americanum",-75.797289638,45.3715256185,"inat",2018-10-08,2018,"T2"
"749","Zanthoxylum americanum",-73.1496091001,44.0076897014,"inat",2018-10-08,2018,"T2"
"750","Zanthoxylum americanum",-73.3436134458,44.6682520258,"inat",2018-10-06,2018,"T2"
"751","Zanthoxylum americanum",-73.7976104301,40.7126340224,"inat",2018-10-06,2018,"T2"
"752","Zanthoxylum americanum",-76.2112128922,45.4815838812,"inat",2018-10-02,2018,"T2"
"753","Zanthoxylum americanum",-75.7919514085,45.37079909,"inat",2018-09-28,2018,"T2"
"754","Zanthoxylum americanum",-76.2211616667,45.4893716667,"inat",2018-09-28,2018,"T2"
"755","Zanthoxylum americanum",-76.2228166667,45.4894466667,"inat",2018-09-28,2018,"T2"
"756","Zanthoxylum americanum",-76.2218633333,45.4883583333,"inat",2018-09-28,2018,"T2"
"757","Zanthoxylum americanum",-82.8089886935,40.0638908581,"inat",2018-09-28,2018,"T2"
"758","Zanthoxylum americanum",-82.81896782,40.08250495,"inat",2018-09-27,2018,"T2"
"759","Zanthoxylum americanum",-82.8212993313,40.0867268863,"inat",2018-09-27,2018,"T2"
"760","Zanthoxylum americanum",-74.2907544225,45.0816573943,"inat",2018-09-22,2018,"T2"
"761","Zanthoxylum americanum",-93.5292666667,45.0321583333,"inat",2018-09-22,2018,"T2"
"762","Zanthoxylum americanum",-81.8007946726,43.2759524961,"inat",2018-09-01,2018,"T2"
"763","Zanthoxylum americanum",-76.0234221667,45.4398883333,"inat",2018-09-18,2018,"T2"
"764","Zanthoxylum americanum",-90.0497316389,42.4468912778,"inat",2018-09-13,2018,"T2"
"765","Zanthoxylum americanum",-83.95209864,38.5091094796,"inat",2018-09-12,2018,"T2"
"766","Zanthoxylum americanum",-79.1586482897,43.1494384085,"inat",2018-09-08,2018,"T2"
"767","Zanthoxylum americanum",-75.7920274578,45.3708757374,"inat",2015-08-28,2015,"T2"
"768","Zanthoxylum americanum",-89.1585634,40.6626421,"inat",2018-09-09,2018,"T2"
"769","Zanthoxylum americanum",-93.4306349676,44.8858275602,"inat",2018-09-09,2018,"T2"
"770","Zanthoxylum americanum",-75.8687879439,45.3615772007,"inat",2018-09-08,2018,"T2"
"771","Zanthoxylum americanum",-89.8844197667,43.86760525,"inat",2018-09-07,2018,"T2"
"772","Zanthoxylum americanum",-80.2124866667,43.5352333333,"inat",2018-09-07,2018,"T2"
"773","Zanthoxylum americanum",-88.52743,42.86823,"inat",2018-08-31,2018,"T2"
"774","Zanthoxylum americanum",-89.8472152333,43.8902055333,"inat",2018-09-05,2018,"T2"
"775","Zanthoxylum americanum",-89.8428553,43.8658016833,"inat",2018-09-05,2018,"T2"
"776","Zanthoxylum americanum",-80.3592053801,43.4081533331,"inat",2018-09-04,2018,"T2"
"777","Zanthoxylum americanum",-72.601811,42.0393605,"inat",2018-09-02,2018,"T2"
"778","Zanthoxylum americanum",-81.8005916667,43.2746416667,"inat",2018-09-01,2018,"T2"
"779","Zanthoxylum americanum",-88.1891416667,43.5997866667,"inat",2018-08-27,2018,"T2"
"780","Zanthoxylum americanum",-79.854169855,43.3156994204,"inat",2018-08-28,2018,"T2"
"781","Zanthoxylum americanum",-82.2659563889,42.6558663889,"inat",2018-08-27,2018,"T2"
"782","Zanthoxylum americanum",-89.004723,43.173768,"inat",2018-08-06,2018,"T2"
"783","Zanthoxylum americanum",-85.3930089623,43.2141993119,"inat",2018-08-24,2018,"T2"
"784","Zanthoxylum americanum",-76.5152934,44.3239654,"inat",2018-08-26,2018,"T2"
"785","Zanthoxylum americanum",-74.6877777778,45.2686111111,"inat",2018-08-25,2018,"T2"
"786","Zanthoxylum americanum",-73.7580185846,43.0902292916,"inat",2018-08-20,2018,"T2"
"787","Zanthoxylum americanum",-82.7116440051,42.1799200774,"inat",2018-08-23,2018,"T2"
"788","Zanthoxylum americanum",-81.8807833333,43.2342694444,"inat",2018-08-20,2018,"T2"
"789","Zanthoxylum americanum",-81.8807833333,43.2342694444,"inat",2018-08-20,2018,"T2"
"790","Zanthoxylum americanum",-86.390704969,35.8404433402,"inat",2018-08-22,2018,"T2"
"791","Zanthoxylum americanum",-75.86493,45.3605383333,"inat",2018-08-22,2018,"T2"
"792","Zanthoxylum americanum",-88.1176611667,43.4220916667,"inat",2018-08-16,2018,"T2"
"793","Zanthoxylum americanum",-90.591134,43.179952,"inat",2018-08-14,2018,"T2"
"794","Zanthoxylum americanum",-81.8807833333,43.23427,"inat",2018-08-20,2018,"T2"
"795","Zanthoxylum americanum",-84.9376890623,42.6948747877,"inat",2018-08-19,2018,"T2"
"796","Zanthoxylum americanum",-73.2692985008,44.9649792121,"inat",2018-08-16,2018,"T2"
"797","Zanthoxylum americanum",-89.8257039395,44.2093005404,"inat",2018-08-19,2018,"T2"
"798","Zanthoxylum americanum",-88.3027801514,41.8736114502,"inat",2018-08-18,2018,"T2"
"799","Zanthoxylum americanum",-76.2530517578,44.7672233582,"inat",2018-08-17,2018,"T2"
"800","Zanthoxylum americanum",-76.0612500831,44.5032664321,"inat",2018-08-16,2018,"T2"
"801","Zanthoxylum americanum",-73.7593489603,43.0900255802,"inat",2018-08-17,2018,"T2"
"802","Zanthoxylum americanum",-77.3661270142,44.5396385193,"inat",2018-08-16,2018,"T2"
"803","Zanthoxylum americanum",-74.7347335815,41.0182113647,"inat",2018-08-14,2018,"T2"
"804","Zanthoxylum americanum",-76.0922152517,42.9922509708,"inat",2018-08-15,2018,"T2"
"805","Zanthoxylum americanum",-88.0554721667,44.7183416667,"inat",2018-08-12,2018,"T2"
"806","Zanthoxylum americanum",-79.933205,43.2924216667,"inat",2018-08-13,2018,"T2"
"807","Zanthoxylum americanum",-93.1922187,44.9103483,"inat",2018-08-10,2018,"T2"
"808","Zanthoxylum americanum",-85.1024483229,44.5776928159,"inat",2018-06-22,2018,"T2"
"809","Zanthoxylum americanum",-75.7950528536,45.3687125224,"inat",2018-08-13,2018,"T2"
"810","Zanthoxylum americanum",-81.7236466667,42.4784133333,"inat",2018-08-12,2018,"T2"
"811","Zanthoxylum americanum",-73.51117,42.0179166667,"inat",2018-08-11,2018,"T2"
"812","Zanthoxylum americanum",-85.4689160642,43.0550015811,"inat",2018-08-12,2018,"T2"
"813","Zanthoxylum americanum",-85.4690266836,43.0547223126,"inat",2018-08-12,2018,"T2"
"814","Zanthoxylum americanum",-87.662038,44.28221,"inat",2018-08-10,2018,"T2"
"815","Zanthoxylum americanum",-78.2693843544,44.2974919221,"inat",2018-08-09,2018,"T2"
"816","Zanthoxylum americanum",-73.9668312483,40.6647412107,"inat",2018-08-09,2018,"T2"
"817","Zanthoxylum americanum",-73.9672583063,40.665523368,"inat",2018-08-09,2018,"T2"
"818","Zanthoxylum americanum",-93.4686202928,45.3446076729,"inat",2018-08-04,2018,"T2"
"819","Zanthoxylum americanum",-73.2182216667,44.03,"inat",2016-09-19,2016,"T2"
"820","Zanthoxylum americanum",-76.0298149288,44.5083533012,"inat",2018-08-05,2018,"T2"
"821","Zanthoxylum americanum",-91.0596370139,43.9051049296,"inat",2018-08-07,2018,"T2"
"822","Zanthoxylum americanum",-84.66382,38.8493333333,"inat",2018-08-07,2018,"T2"
"823","Zanthoxylum americanum",-86.3600885828,32.2017104747,"inat",2018-08-07,2018,"T2"
"824","Zanthoxylum americanum",-89.31828,41.19402,"inat",2018-08-04,2018,"T2"
"825","Zanthoxylum americanum",-77.1045445,44.3518,"inat",2018-08-05,2018,"T2"
"826","Zanthoxylum americanum",-85.5909500122,42.3410873413,"inat",2018-06-25,2018,"T2"
"827","Zanthoxylum americanum",-89.317605,41.1974516667,"inat",2018-08-04,2018,"T2"
"828","Zanthoxylum americanum",-89.3254316667,41.2041266667,"inat",2018-08-04,2018,"T2"
"829","Zanthoxylum americanum",-85.7419884026,39.7630715546,"inat",2018-08-04,2018,"T2"
"830","Zanthoxylum americanum",-78.1543111667,44.19768,"inat",2018-08-02,2018,"T2"
"831","Zanthoxylum americanum",-81.8780517578,43.2355537415,"inat",2018-07-30,2018,"T2"
"832","Zanthoxylum americanum",-84.4785125648,41.5771648894,"inat",2018-08-03,2018,"T2"
"833","Zanthoxylum americanum",-76.6165,45.45857,"inat",2018-08-03,2018,"T2"
"834","Zanthoxylum americanum",-81.8780517578,43.2355537415,"inat",2018-07-30,2018,"T2"
"835","Zanthoxylum americanum",-80.3399116667,43.416455,"inat",2018-08-02,2018,"T2"
"836","Zanthoxylum americanum",-84.5952218492,42.5857760618,"inat",2018-08-02,2018,"T2"
"837","Zanthoxylum americanum",-76.2518833333,44.7695111111,"inat",2018-08-01,2018,"T2"
"838","Zanthoxylum americanum",-92.7118641884,44.9335525465,"inat",2018-07-31,2018,"T2"
"839","Zanthoxylum americanum",-90.6347883333,43.5967833333,"inat",2018-07-31,2018,"T2"
"840","Zanthoxylum americanum",-81.8741111111,43.2312638889,"inat",2018-07-30,2018,"T2"
"841","Zanthoxylum americanum",-76.25197,44.76948,"inat",2018-07-27,2018,"T2"
"842","Zanthoxylum americanum",-93.3230148164,44.9990576227,"inat",2018-07-29,2018,"T2"
"843","Zanthoxylum americanum",-93.1303530671,45.1917844013,"inat",2018-07-29,2018,"T2"
"844","Zanthoxylum americanum",-88.831295,43.2747065,"inat",2018-07-22,2018,"T2"
"845","Zanthoxylum americanum",-90.116331887,43.1481645653,"inat",2018-07-26,2018,"T2"
"846","Zanthoxylum americanum",-88.9901716667,41.3192466667,"inat",2018-07-27,2018,"T2"
"847","Zanthoxylum americanum",-84.6867833561,41.6949377117,"inat",2018-07-26,2018,"T2"
"848","Zanthoxylum americanum",-80.5398416667,42.6578616667,"inat",2018-07-27,2018,"T2"
"849","Zanthoxylum americanum",-91.54743863,42.21227604,"inat",2018-07-25,2018,"T2"
"850","Zanthoxylum americanum",-87.4595584461,41.6196536593,"inat",2018-07-25,2018,"T2"
"851","Zanthoxylum americanum",-87.831582,41.817465,"inat",2018-07-21,2018,"T2"
"852","Zanthoxylum americanum",-92.64360536,44.52689545,"inat",2018-07-24,2018,"T2"
"853","Zanthoxylum americanum",-74.84736,45.157467,"inat",2018-04-08,2018,"T2"
"854","Zanthoxylum americanum",-89.9009163333,43.9224426667,"inat",2018-07-22,2018,"T2"
"855","Zanthoxylum americanum",-92.04322285,44.04761215,"inat",2018-07-22,2018,"T2"
"856","Zanthoxylum americanum",-89.02699435,43.8843574333,"inat",2018-07-21,2018,"T2"
"857","Zanthoxylum americanum",-92.041808,44.054319,"inat",2018-07-21,2018,"T2"
"858","Zanthoxylum americanum",-83.3652279341,44.4341255632,"inat",2018-07-09,2018,"T2"
"859","Zanthoxylum americanum",-81.9549269464,42.7285462669,"inat",2018-07-18,2018,"T2"
"860","Zanthoxylum americanum",-85.5366666667,42.984045,"inat",2018-07-18,2018,"T2"
"861","Zanthoxylum americanum",-75.804597633,45.4203985865,"inat",2018-07-18,2018,"T2"
"862","Zanthoxylum americanum",-77.875898745,44.203093488,"inat",2018-07-17,2018,"T2"
"863","Zanthoxylum americanum",-75.942334,45.33963,"inat",2018-03-04,2018,"T2"
"864","Zanthoxylum americanum",-76.250341,45.268689,"inat",2018-03-04,2018,"T2"
"865","Zanthoxylum americanum",-80.3425888889,43.3775888889,"inat",2018-07-15,2018,"T2"
"866","Zanthoxylum americanum",-89.7723152396,39.8931156937,"inat",2018-07-14,2018,"T2"
"867","Zanthoxylum americanum",-75.055903,45.194423,"inat",2018-02-18,2018,"T2"
"868","Zanthoxylum americanum",-75.062429,45.191205,"inat",2018-02-18,2018,"T2"
"869","Zanthoxylum americanum",-75.060678,45.181114,"inat",2018-02-18,2018,"T2"
"870","Zanthoxylum americanum",-93.1805419922,45.1053657532,"inat",2018-07-08,2018,"T2"
"871","Zanthoxylum americanum",-88.522258,44.6988370001,"inat",2018-07-07,2018,"T2"
"872","Zanthoxylum americanum",-78.2693634033,44.2991065979,"inat",2018-07-10,2018,"T2"
"873","Zanthoxylum americanum",-80.2838698046,43.3797854873,"inat",2018-07-07,2018,"T2"
"874","Zanthoxylum americanum",-76.2502446921,44.7702677827,"inat",2018-06-27,2018,"T2"
"875","Zanthoxylum americanum",-87.9002227783,42.2304992676,"inat",2018-07-07,2018,"T2"
"876","Zanthoxylum americanum",-80.3134972222,43.3212555556,"inat",2018-07-06,2018,"T2"
"877","Zanthoxylum americanum",-76.3307626582,44.5710465606,"inat",2011-08-06,2011,"T2"
"878","Zanthoxylum americanum",-89.90029105,43.9185931333,"inat",2018-07-03,2018,"T2"
"879","Zanthoxylum americanum",-89.9965698172,40.3662083664,"inat",2018-07-03,2018,"T2"
"880","Zanthoxylum americanum",-85.5601303653,43.4003950004,"inat",2018-07-02,2018,"T2"
"881","Zanthoxylum americanum",-91.952195,44.8506366667,"inat",2018-06-26,2018,"T2"
"882","Zanthoxylum americanum",-78.2691316667,44.2988366667,"inat",2018-07-01,2018,"T2"
"883","Zanthoxylum americanum",-73.958175,45.4462966667,"inat",2018-07-02,2018,"T2"
"884","Zanthoxylum americanum",-89.7223175167,43.4183164333,"inat",2018-06-28,2018,"T2"
"885","Zanthoxylum americanum",-76.582708,44.498614,"inat",2018-06-16,2018,"T2"
"886","Zanthoxylum americanum",-79.9492866667,43.4715916667,"inat",2018-06-26,2018,"T2"
"887","Zanthoxylum americanum",-85.62937672,37.9874548223,"inat",2018-06-27,2018,"T2"
"888","Zanthoxylum americanum",-75.3849029541,45.2723083496,"inat",2018-06-26,2018,"T2"
"889","Zanthoxylum americanum",-76.580125,44.506095,"inat",2018-06-16,2018,"T2"
"890","Zanthoxylum americanum",-89.2446639907,42.481259364,"inat",2018-06-23,2018,"T2"
"891","Zanthoxylum americanum",-88.2186393813,43.1514148834,"inat",2018-06-26,2018,"T2"
"892","Zanthoxylum americanum",-88.218568219,43.1514609838,"inat",2018-06-26,2018,"T2"
"893","Zanthoxylum americanum",-92.9229321808,43.8478820027,"inat",2018-06-19,2018,"T2"
"894","Zanthoxylum americanum",-91.9271,44.8599133333,"inat",2018-06-25,2018,"T2"
"895","Zanthoxylum americanum",-77.7998683333,44.2965983333,"inat",2018-06-25,2018,"T2"
"896","Zanthoxylum americanum",-87.7984564193,43.537410996,"inat",2018-06-25,2018,"T2"
"897","Zanthoxylum americanum",-88.9935833333,41.319345,"inat",2018-06-23,2018,"T2"
"898","Zanthoxylum americanum",-88.4751779678,42.5900866666,"inat",2018-06-23,2018,"T2"
"899","Zanthoxylum americanum",-89.8069416833,44.0073504833,"inat",2018-06-22,2018,"T2"
"900","Zanthoxylum americanum",-89.8070342833,44.00869195,"inat",2018-06-22,2018,"T2"
"901","Zanthoxylum americanum",-77.5897611213,44.1305803042,"inat",2018-06-21,2018,"T2"
"902","Zanthoxylum americanum",-77.1596775552,43.8510668645,"inat",2018-06-22,2018,"T2"
"903","Zanthoxylum americanum",-84.2446805726,41.9154202762,"inat",2018-06-16,2018,"T2"
"904","Zanthoxylum americanum",-73.15546695,44.35911196,"inat",2018-06-21,2018,"T2"
"905","Zanthoxylum americanum",-82.6322801,41.75508792,"inat",2018-06-20,2018,"T2"
"906","Zanthoxylum americanum",-74.6407289711,45.2738971264,"inat",2018-06-19,2018,"T2"
"907","Zanthoxylum americanum",-73.3986471512,43.573787073,"inat",2018-06-18,2018,"T2"
"908","Zanthoxylum americanum",-87.8154726448,44.4000428166,"inat",2018-06-03,2018,"T2"
"909","Zanthoxylum americanum",-88.0751840369,40.5273899697,"inat",2018-06-16,2018,"T2"
"910","Zanthoxylum americanum",-75.3178710938,45.2234420776,"inat",2018-06-15,2018,"T2"
"911","Zanthoxylum americanum",-89.4176906,43.7639409,"inat",2018-06-09,2018,"T2"
"912","Zanthoxylum americanum",-75.7277819329,44.8672691267,"inat",2018-06-15,2018,"T2"
"913","Zanthoxylum americanum",-89.4188975,43.759433,"inat",2018-06-09,2018,"T2"
"914","Zanthoxylum americanum",-85.5808181763,42.3573150635,"inat",2018-06-13,2018,"T2"
"915","Zanthoxylum americanum",-85.58090272,42.3612312088,"inat",2018-06-13,2018,"T2"
"916","Zanthoxylum americanum",-84.6267776489,39.5870933533,"inat",2018-06-13,2018,"T2"
"917","Zanthoxylum americanum",-75.7775803283,44.9854801646,"inat",2018-05-29,2018,"T2"
"918","Zanthoxylum americanum",-88.033812,43.73258,"inat",2018-06-02,2018,"T2"
"919","Zanthoxylum americanum",-88.032541,43.73275,"inat",2018-06-02,2018,"T2"
"920","Zanthoxylum americanum",-77.3694430556,44.5394813889,"inat",2018-06-06,2018,"T2"
"921","Zanthoxylum americanum",-80.4411136779,43.4061781434,"inat",2018-06-07,2018,"T2"
"922","Zanthoxylum americanum",-84.51914262,42.25982922,"inat",2018-06-07,2018,"T2"
"923","Zanthoxylum americanum",-80.1942893398,43.5435097525,"inat",2018-06-06,2018,"T2"
"924","Zanthoxylum americanum",-88.2476415314,41.401049773,"inat",2018-05-25,2018,"T2"
"925","Zanthoxylum americanum",-89.8524368667,43.0219882833,"inat",2018-06-03,2018,"T2"
"926","Zanthoxylum americanum",-83.56002003,42.5104409,"inat",2018-06-05,2018,"T2"
"927","Zanthoxylum americanum",-73.315039,44.641466,"inat",2018-06-01,2018,"T2"
"928","Zanthoxylum americanum",-73.3154986617,44.6423784097,"inat",2018-06-01,2018,"T2"
"929","Zanthoxylum americanum",-92.5923394331,45.3824172813,"inat",2018-06-03,2018,"T2"
"930","Zanthoxylum americanum",-76.0954929726,44.9025321389,"inat",2018-06-03,2018,"T2"
"931","Zanthoxylum americanum",-85.46478212,42.48458365,"inat",2018-06-03,2018,"T2"
"932","Zanthoxylum americanum",-87.7113887296,42.0602431801,"inat",2018-06-02,2018,"T2"
"933","Zanthoxylum americanum",-87.7115060762,42.0600215206,"inat",2018-06-02,2018,"T2"
"934","Zanthoxylum americanum",-87.79123005,42.01023446,"inat",2018-06-02,2018,"T2"
"935","Zanthoxylum americanum",-83.7098312378,42.2424201965,"inat",2018-06-01,2018,"T2"
"936","Zanthoxylum americanum",-77.9757838116,43.0913090914,"inat",2018-05-30,2018,"T2"
"937","Zanthoxylum americanum",-74.6521496494,45.167926359,"inat",2018-06-01,2018,"T2"
"938","Zanthoxylum americanum",-74.6517733858,45.1678016782,"inat",2018-06-01,2018,"T2"
"939","Zanthoxylum americanum",-73.3156908118,44.6389275184,"inat",2018-06-01,2018,"T2"
"940","Zanthoxylum americanum",-86.6468167936,41.6682661807,"inat",2018-05-31,2018,"T2"
"941","Zanthoxylum americanum",-78.1262583333,44.4576,"inat",2018-05-30,2018,"T2"
"942","Zanthoxylum americanum",-90.8666252718,43.7408001136,"inat",2018-05-19,2018,"T2"
"943","Zanthoxylum americanum",-76.2476577424,45.4877320072,"inat",2018-05-31,2018,"T2"
"944","Zanthoxylum americanum",-75.7517218218,45.4385095742,"inat",2018-05-31,2018,"T2"
"945","Zanthoxylum americanum",-86.0212287103,40.0766318091,"inat",2018-05-16,2018,"T2"
"946","Zanthoxylum americanum",-75.790161565,45.3704794916,"inat",2018-05-30,2018,"T2"
"947","Zanthoxylum americanum",-75.7874893305,45.3713448812,"inat",2018-05-30,2018,"T2"
"948","Zanthoxylum americanum",-75.8575282619,45.349019263,"inat",2018-05-30,2018,"T2"
"949","Zanthoxylum americanum",-75.8803451434,45.3659216222,"inat",2018-05-30,2018,"T2"
"950","Zanthoxylum americanum",-75.8815694042,45.3660163377,"inat",2018-05-30,2018,"T2"
"951","Zanthoxylum americanum",-75.8843358514,45.3656257829,"inat",2018-05-30,2018,"T2"
"952","Zanthoxylum americanum",-83.543625,42.42873,"inat",2018-05-27,2018,"T2"
"953","Zanthoxylum americanum",-76.2378264406,45.1002668823,"inat",2018-05-29,2018,"T2"
"954","Zanthoxylum americanum",-76.1865595356,45.1695244527,"inat",2018-05-29,2018,"T2"
"955","Zanthoxylum americanum",-91.2513519,43.9214995,"inat",2018-05-18,2018,"T2"
"956","Zanthoxylum americanum",-92.7476978302,45.5196390876,"inat",2018-05-28,2018,"T2"
"957","Zanthoxylum americanum",-75.7924132795,45.3701955965,"inat",2018-05-28,2018,"T2"
"958","Zanthoxylum americanum",-75.792121254,45.3696709313,"inat",2018-05-28,2018,"T2"
"959","Zanthoxylum americanum",-75.7955708262,45.3680756037,"inat",2018-05-28,2018,"T2"
"960","Zanthoxylum americanum",-75.7971851808,45.3715737071,"inat",2018-05-28,2018,"T2"
"961","Zanthoxylum americanum",-75.7977032662,45.3729372332,"inat",2018-05-28,2018,"T2"
"962","Zanthoxylum americanum",-85.439095,43.276795,"inat",2018-05-26,2018,"T2"
"963","Zanthoxylum americanum",-85.00171025,42.4749079444,"inat",2017-08-23,2017,"T2"
"964","Zanthoxylum americanum",-75.3848353588,45.2723194845,"inat",2018-05-25,2018,"T2"
"965","Zanthoxylum americanum",-85.54068,43.2169383333,"inat",2018-05-24,2018,"T2"
"966","Zanthoxylum americanum",-75.3511302174,45.5241246382,"inat",2018-05-24,2018,"T2"
"967","Zanthoxylum americanum",-75.9496691824,45.3439766681,"inat",2018-05-24,2018,"T2"
"968","Zanthoxylum americanum",-79.9928033333,43.5029283333,"inat",2018-05-10,2018,"T2"
"969","Zanthoxylum americanum",-89.81776285,43.99843425,"inat",2018-05-22,2018,"T2"
"970","Zanthoxylum americanum",-91.470111,44.0250571667,"inat",2018-05-21,2018,"T2"
"971","Zanthoxylum americanum",-91.48481165,44.0275281667,"inat",2018-05-20,2018,"T2"
"972","Zanthoxylum americanum",-88.947486,43.059564,"inat",2018-05-17,2018,"T2"
"973","Zanthoxylum americanum",-79.8844,43.2698266667,"inat",2018-05-19,2018,"T2"
"974","Zanthoxylum americanum",-87.5300966667,41.68185,"inat",2018-05-19,2018,"T2"
"975","Zanthoxylum americanum",-93.916834686,46.3432045514,"inat",2018-05-19,2018,"T2"
"976","Zanthoxylum americanum",-80.3424002535,43.3774989445,"inat",2018-05-19,2018,"T2"
"977","Zanthoxylum americanum",-79.6459116667,42.9210033333,"inat",2018-05-18,2018,"T2"
"978","Zanthoxylum americanum",-89.9016497667,43.92054195,"inat",2018-05-18,2018,"T2"
"979","Zanthoxylum americanum",-88.54145436,41.64161431,"inat",2018-05-17,2018,"T2"
"980","Zanthoxylum americanum",-85.870777,42.66981854,"inat",2011-07-15,2011,"T2"
"981","Zanthoxylum americanum",-82.8291893005,41.4153116624,"inat",2018-05-15,2018,"T2"
"982","Zanthoxylum americanum",-84.0340221545,42.1990029727,"inat",2018-05-08,2018,"T2"
"983","Zanthoxylum americanum",-92.5962725,44.5543133333,"inat",2018-05-13,2018,"T2"
"984","Zanthoxylum americanum",-87.8635686,41.7719438,"inat",2018-05-13,2018,"T2"
"985","Zanthoxylum americanum",-88.540846,43.455534,"inat",2018-05-12,2018,"T2"
"986","Zanthoxylum americanum",-89.9025593333,43.919629,"inat",2018-05-12,2018,"T2"
"987","Zanthoxylum americanum",-84.8517288535,42.8825526389,"inat",2018-05-07,2018,"T2"
"988","Zanthoxylum americanum",-89.9003153333,43.9218781667,"inat",2018-05-11,2018,"T2"
"989","Zanthoxylum americanum",-82.2417908907,42.7254638354,"inat",2018-05-11,2018,"T2"
