"","latitude","longitude","date","year","time_frame"
"2126",41.74744,-89.29935,1987-07-14,1987,"T1"
"2127",43.55,-80.25,1987-08-16,1987,"T1"
"2128",42.5833,-81.6833,1987-08-02,1987,"T1"
"2129",41.9,-82.5167,1986-06-19,1986,"T1"
"2130",43.2333,-80,1985-08-13,1985,"T1"
"2131",42.25,-83.0833,1984-08-20,1984,"T1"
"2132",42.2855,-81.8495,1984-08-17,1984,"T1"
"2133",29.32885,-83.144294,1983-02-10,1983,"T1"
"2134",27.471153,-81.530349,1983-03-12,1983,"T1"
"2135",41.873031,-83.699816,1983-04-27,1983,"T1"
"2136",42.414628,-84.669307,1983-04-25,1983,"T1"
"2137",42.414628,-84.669307,1983-04-26,1983,"T1"
"2138",41.731903,-84.202961,1983-04-28,1983,"T1"
"2139",33.17,-79.4,1983-04-29,1983,"T1"
"2140",41.731903,-84.202961,1983-04-26,1983,"T1"
"2141",29.2858,-81.0559,1983-08-15,1983,"T1"
"2142",25.286615,-80.89865,1982-02-20,1982,"T1"
"2143",31.801053,-81.094548,1982-04-17,1982,"T1"
"2144",27.943,-82.461,1982-06-26,1982,"T1"
"2145",42.811792,-84.358315,1982-08-21,1982,"T1"
"2146",41.222594,-74.294317,1982-08-19,1982,"T1"
"2147",41.9667,-82.5167,1981-06-16,1981,"T1"
"2148",31.46264,-81.252136,1981-06-16,1981,"T1"
"2149",41.9667,-82.5167,1981-06-17,1981,"T1"
"2150",41.95833,-82.5125,1981-06-18,1981,"T1"
"2151",41.95833,-82.5125,1981-08-02,1981,"T1"
"2152",41.731767,-84.221984,1981-09-18,1981,"T1"
"2153",29.4697,-81.50044,1980-06-23,1980,"T1"
"2154",31.46264,-81.252136,1980-06-24,1980,"T1"
"2155",42.414998,-84.551024,1980-06-17,1980,"T1"
"2156",42.811792,-84.358315,1980-08-07,1980,"T1"
"2157",26.484539,-82.11991,1979-03-12,1979,"T1"
"2158",25.79,-80.21,1979-03-20,1979,"T1"
"2159",27.04453,-80.04267,1979-03-29,1979,"T1"
"2160",41.9407,-82.5144,1979-06-17,1979,"T1"
"2161",41.9,-82.5167,1979-06-13,1979,"T1"
"2162",42.715909,-84.473652,1979-07-21,1979,"T1"
"2163",43.291635,-84.488093,1979-07-28,1979,"T1"
"2164",41.9667,-82.5167,1979-08-12,1979,"T1"
"2165",42.391669,-84.748047,1979-08-01,1979,"T1"
"2166",25.1546,-80.380882,1978-03-25,1978,"T1"
"2167",30.450746,-91.154551,1978-04-19,1978,"T1"
"2168",26.522023,-82.189261,1978-05-20,1978,"T1"
"2169",41.9,-82.5167,1978-07-31,1978,"T1"
"2170",41.95833,-82.5125,1978-07-31,1978,"T1"
"2171",28.6122,-80.8076,1978-07-10,1978,"T1"
"2172",26.976171,-82.090645,1977-05-01,1977,"T1"
"2173",41.9407,-82.5144,1977-07-23,1977,"T1"
"2174",26.484539,-82.11991,1977-09-24,1977,"T1"
"2175",26.522023,-82.189261,1977-09-27,1977,"T1"
"2176",25.1546,-80.380882,1976-05-06,1976,"T1"
"2177",25.1546,-80.380882,1976-05-04,1976,"T1"
"2178",41.9,-82.5167,1976-08-26,1976,"T1"
"2179",41.95833,-82.5125,1976-08-26,1976,"T1"
"2180",29.67,-82.33,1976-08-20,1976,"T1"
"2181",41.9407,-82.5144,1976-10-08,1976,"T1"
"2182",28.146125,-82.756768,1975-02-27,1975,"T1"
"2183",40.41143,-89.86622,1975-05-28,1975,"T1"
"2184",41.731767,-84.221984,1975-05-30,1975,"T1"
"2185",41.732141,-84.183612,1975-05-30,1975,"T1"
"2186",36.576849,-93.818459,1975-07-27,1975,"T1"
"2187",41.732141,-84.183612,1974-06-12,1974,"T1"
"2188",36.539696,-85.457546,1974-07-16,1974,"T1"
"2189",41.9,-82.5167,1974-08-28,1974,"T1"
"2190",26.451,-82.106,1973-03-25,1973,"T1"
"2191",42.820625,-84.39376,1973-06-05,1973,"T1"
"2192",29.88333,-81.28333,1973-07-10,1973,"T1"
"2193",42.0333,-82.9167,1973-08-17,1973,"T1"
"2194",40.41143,-89.86622,1973-08-19,1973,"T1"
"2195",25.73,-80.28,1973-10-18,1973,"T1"
"2196",26.451,-82.106,1972-03-24,1972,"T1"
"2197",30.2792,-89.7778,1972-04-22,1972,"T1"
"2198",28.5383,-81.2125,1972-05-29,1972,"T1"
"2199",41.553494,-83.854418,1972-05-28,1972,"T1"
"2200",41.732141,-84.183612,1972-06-06,1972,"T1"
"2201",41.732141,-84.183612,1972-06-05,1972,"T1"
"2202",28.6019,-81.2003,1972-07-21,1972,"T1"
"2203",25.7003878493103,-80.7596733740844,1972-07-26,1972,"T1"
"2204",42.938642,-84.412755,1972-08-15,1972,"T1"
"2205",28.8006,-81.2731,1971-05-20,1971,"T1"
"2206",42.284776,-83.261125,1971-06-04,1971,"T1"
"2207",39.321602,-77.747498,1971-08-31,1971,"T1"
"2208",41.732141,-84.183612,1971-09-25,1971,"T1"
"2209",30.043258,-90.560087,1970-06-08,1970,"T1"
"2210",25.1546,-80.380882,1970-06-03,1970,"T1"
"2211",25.1546,-80.380882,1970-06-06,1970,"T1"
"2212",39.321602,-77.747498,1970-08-05,1970,"T1"
"2213",25.814076,-80.209671,1970-10-11,1970,"T1"
"2214",30.332184,-81.655651,1969-04-01,1969,"T1"
"2215",37.80917,-85.46694,1969-07-03,1969,"T1"
"2216",28.5533,-81.3644,1969-07-28,1969,"T1"
"2217",25.62677,-80.30533,1969-08-14,1969,"T1"
"2218",42.293646,-86.262248,1968-06-09,1968,"T1"
"2219",33.00684,-79.3595,1967-07-19,1967,"T1"
"2220",41.0203,-74.7694,1966-08-17,1966,"T1"
"2221",42.4167,-82.1667,1966-08-06,1966,"T1"
"2222",42.5167,-82.0667,1966-08-29,1966,"T1"
"2223",41.731903,-84.202961,1965-09-04,1965,"T1"
"2224",41.872589,-84.008687,1964-05-23,1964,"T1"
"2225",42.732535,-84.555535,1964-06-01,1964,"T1"
"2226",26.82,-80.661,1964-06-23,1964,"T1"
"2227",26.82,-80.661,1964-06-28,1964,"T1"
"2228",28.283063,-82.142868,1964-08-04,1964,"T1"
"2229",25.62677,-80.30533,1964-08-14,1964,"T1"
"2230",28.19047,-82.19592,1964-08-04,1964,"T1"
"2231",29.02832,-81.30312,1963-07-24,1963,"T1"
"2232",28.36528,-82.194206,1963-07-23,1963,"T1"
"2233",41.7737,-82.6592,1963-08-22,1963,"T1"
"2234",41.9646,-82.5131,1963-08-08,1963,"T1"
"2235",41.732141,-84.183612,1963-08-03,1963,"T1"
"2236",40.331299,-75.453499,1962-06-03,1962,"T1"
"2237",42.2833,-81.85,1962-08-18,1962,"T1"
"2238",42.0333,-82.9167,1962-08-24,1962,"T1"
"2239",40.84,-89.601,1961-06-04,1961,"T1"
"2240",35.684582,-83.478863,1961-06-25,1961,"T1"
"2241",37.810058,-79.44989,1961-08-02,1961,"T1"
"2242",41.719495,-84.218003,1960-06-18,1960,"T1"
"2243",40.331299,-75.453499,1960-06-11,1960,"T1"
"2244",42.401696,-85.412316,1960-08-15,1960,"T1"
"2245",33.0364285309,-80.1323085647,2019-04-09,2019,"T2"
"2246",42.702493,-81.045027,2018-08-18,2018,"T2"
"2247",42.7025744946,-81.0448624911,2018-08-18,2018,"T2"
"2248",25.9758583333,-80.2421313889,2019-04-06,2019,"T2"
"2249",43.0326439032,-88.3909606934,2017-08-22,2017,"T2"
"2250",43.0346515258,-88.3099365234,2018-08-05,2018,"T2"
"2251",30.4262694444,-91.0389416667,2019-04-17,2019,"T2"
"2252",30.0793111111,-81.5045777778,2019-04-16,2019,"T2"
"2253",41.2844933,-84.3557802,2018-07-23,2018,"T2"
"2254",34.7117233276,-85.3798675537,2019-04-14,2019,"T2"
"2255",25.1915416718,-80.3567428589,2019-04-15,2019,"T2"
"2256",32.838354,-93.91485,2019-04-12,2019,"T2"
"2257",29.6985383333,-93.947175,2019-04-09,2019,"T2"
"2258",25.5895559474,-80.2719599451,2019-04-08,2019,"T2"
"2259",30.57178237,-84.15119535,2019-04-08,2019,"T2"
"2260",30.3957004547,-89.6963882446,2019-04-06,2019,"T2"
"2261",25.7586111111,-80.1955555556,2019-04-06,2019,"T2"
"2262",32.25018871,-86.0886671,2019-04-06,2019,"T2"
"2263",42.2711458262,-83.6517116648,2018-08-04,2018,"T2"
"2264",44.4266033333,-92.9444666667,2018-07-18,2018,"T2"
"2265",34.6727136332,-86.5242120219,2019-03-27,2019,"T2"
"2266",41.5697883333,-93.82943,2016-05-29,2016,"T2"
"2267",42.9198435182,-83.9868928213,2018-08-08,2018,"T2"
"2268",41.7411900078,-82.6703026739,2015-07-25,2015,"T2"
"2269",29.96085333,-90.06685,2014-09-05,2014,"T2"
"2270",27.8129782155,-82.6400557858,2019-03-25,2019,"T2"
"2271",34.638473,-92.8499779,2016-08-04,2016,"T2"
"2272",26.0687134518,-80.2750000177,2019-03-24,2019,"T2"
"2273",30.574355,-84.244195,2017-07-29,2017,"T2"
"2274",30.574525,-84.2442166667,2019-03-23,2019,"T2"
"2275",45.3869982326,-75.7029536939,2018-08-13,2018,"T2"
"2276",25.7235,-80.358095,2019-03-23,2019,"T2"
"2277",36.267264,-93.9431562,2018-05-13,2018,"T2"
"2278",30.0975369,-90.4920309,2010-08-27,2010,"T2"
"2279",30.0975369,-90.4920309,2010-08-23,2010,"T2"
"2280",26.62083774,-80.19818625,2019-03-18,2019,"T2"
"2281",44.057613425,-77.0130434259,2013-08-17,2013,"T2"
"2282",25.8535033333,-80.1940083333,2019-03-17,2019,"T2"
"2283",29.6987612516,-93.9492433789,2019-03-14,2019,"T2"
"2284",26.5635242462,-81.3823852539,2019-03-14,2019,"T2"
"2285",30.31792,-89.9376366667,2019-03-13,2019,"T2"
"2286",30.4121333333,-84.1389361111,2015-09-10,2015,"T2"
"2287",40.1060568343,-75.0906482191,2016-09-15,2016,"T2"
"2288",26.2256466667,-80.1889583333,2019-03-06,2019,"T2"
"2289",43.5398053841,-80.2149987621,2011-08-08,2011,"T2"
"2290",29.65295,-81.3215111111,2018-07-29,2018,"T2"
"2291",38.9963582883,-84.9584919378,2015-05-08,2015,"T2"
"2292",43.2984078,-72.4823117,2018-08-10,2018,"T2"
"2293",26.15248,-80.1041866667,2019-02-28,2019,"T2"
"2294",44.6831972003,-74.9807305777,2012-08-12,2012,"T2"
"2295",30.6301369179,-87.9183617185,2019-03-02,2019,"T2"
"2296",45.1609865847,-73.4122825837,2014-09-15,2014,"T2"
"2297",45.0553726108,-73.5121598331,2014-09-15,2014,"T2"
"2298",45.1615648806,-73.4937544803,2013-09-09,2013,"T2"
"2299",44.5121033333,-76.0136,2012-07-21,2012,"T2"
"2300",43.9404133333,-76.8690283333,2012-08-26,2012,"T2"
"2301",43.9404133333,-76.8690283333,2012-05-26,2012,"T2"
"2302",43.9366283333,-76.8639783333,2017-08-26,2017,"T2"
"2303",43.9404133333,-76.8690283333,2013-09-11,2013,"T2"
"2304",43.938125,-76.8618116667,2017-09-04,2017,"T2"
"2305",43.9352766667,-76.86272,2018-08-18,2018,"T2"
"2306",30.0895665,-89.8692203,2019-02-27,2019,"T2"
"2307",41.8093576859,-82.6360780475,2018-07-28,2018,"T2"
"2308",29.6087023,-82.4029158,2019-02-25,2019,"T2"
"2309",38.8433694444,-91.1562888889,2016-07-26,2016,"T2"
"2310",29.3288499,-83.1442944,1983-02-10,1983,"T1"
"2311",27.4711532,-81.5303488,1983-03-12,1983,"T1"
"2312",25.2866149,-80.8986502,1982-02-20,1982,"T1"
"2313",30.0074889511,-90.0772361365,2019-02-24,2019,"T2"
"2314",25.72362,-80.35813,2019-02-24,2019,"T2"
"2315",29.682225,-82.6056216667,2019-02-22,2019,"T2"
"2316",28.537234736,-81.2291850564,2019-02-23,2019,"T2"
"2317",28.4637659323,-82.5759789628,2019-02-23,2019,"T2"
"2318",28.5149491611,-81.2433641017,2019-02-22,2019,"T2"
"2319",26.5480552556,-81.9815708902,2019-02-22,2019,"T2"
"2320",30.4181533333,-91.1523583333,2018-06-22,2018,"T2"
"2321",43.03645,-73.5921166667,2017-07-30,2017,"T2"
"2322",43.9603621071,-76.8349954047,2008-08-13,2008,"T2"
"2323",42.2591380052,-83.0670278147,2017-06-01,2017,"T2"
"2324",41.3864107089,-91.3193146045,2018-08-13,2018,"T2"
"2325",25.9029333333,-80.19812,2019-02-09,2019,"T2"
"2326",43.1964447981,-79.9091578179,2017-06-17,2017,"T2"
"2327",41.9279587206,-82.5145111908,2018-07-29,2018,"T2"
"2328",43.9979734062,-77.6884559831,2017-09-17,2017,"T2"
"2329",30.6716492183,-93.0238109561,2018-10-02,2018,"T2"
"2330",43.1990613411,-79.7252729856,2018-05-26,2018,"T2"
"2331",39.4598371309,-88.1412376463,2018-08-04,2018,"T2"
"2332",39.4597666094,-88.1414771621,2018-07-26,2018,"T2"
"2333",43.3552361111,-79.8209222222,2018-08-18,2018,"T2"
"2334",43.4008014,-80.3658531,2018-05-25,2018,"T2"
"2335",39.4795509591,-88.1741890343,2018-07-16,2018,"T2"
"2336",39.4598881245,-88.1410129818,2018-08-12,2018,"T2"
"2337",39.4932442736,-88.1764464429,2018-08-26,2018,"T2"
"2338",37.8229572812,-84.6435093053,2018-07-23,2018,"T2"
"2339",43.2894622166,-79.8861026745,2017-08-20,2017,"T2"
"2340",42.6456557923,-80.7975402668,2012-07-19,2012,"T2"
"2341",40.4006198,-89.8785765,2015-07-28,2015,"T2"
"2342",40.0083466667,-83.198175,2018-07-19,2018,"T2"
"2343",25.7789255295,-80.1422409382,2000-04-16,2000,"T2"
"2344",39.9509266667,-83.4490966667,2018-07-11,2018,"T2"
"2345",40.0082283333,-83.19823,2018-07-25,2018,"T2"
"2346",45.547838462,-73.8719321143,2017-08-14,2017,"T2"
"2347",43.6309694444,-72.9772333333,2018-08-13,2018,"T2"
"2348",43.630975,-72.9772638889,2018-08-13,2018,"T2"
"2349",42.380477248,-83.9055505869,2013-08-31,2013,"T2"
"2350",25.6792277,-80.2566025,2018-12-27,2018,"T2"
"2351",41.9383522183,-82.5102994591,2018-08-10,2018,"T2"
"2352",31.42599,-91.4531355,2017-09-23,2017,"T2"
"2353",43.158423256,-80.3102589876,2015-10-07,2015,"T2"
"2354",45.1174592648,-74.0780717059,2018-06-09,2018,"T2"
"2355",43.3830111111,-80.3717416667,2016-07-31,2016,"T2"
"2356",39.2465267572,-84.4180489203,2018-08-13,2018,"T2"
"2357",35.8937187283,-81.0917568808,2015-04-23,2015,"T2"
"2358",40.0087216667,-83.1984283333,2018-07-21,2018,"T2"
"2359",39.8732338554,-83.3047558798,2018-08-02,2018,"T2"
"2360",35.895109835,-81.1180633015,2017-05-30,2017,"T2"
"2361",43.411628778,-85.7588713634,2018-08-05,2018,"T2"
"2362",26.1804306208,-80.1255361121,2018-12-30,2018,"T2"
"2363",43.4328836753,-80.0032529952,2018-07-31,2018,"T2"
"2364",44.0749974698,-77.0559596358,2012-09-02,2012,"T2"
"2365",39.918995,-89.8177333333,2016-08-01,2016,"T2"
"2366",26.5847479561,-80.0415501027,2018-10-19,2018,"T2"
"2367",43.6965954269,-79.2556941068,2017-08-27,2017,"T2"
"2368",42.0670256051,-72.6610658867,2018-08-19,2018,"T2"
"2369",41.7750020846,-73.5868813427,2018-09-01,2018,"T2"
"2370",25.118888855,-80.4188919067,2018-12-20,2018,"T2"
"2371",25.9347275232,-80.1076232106,2018-12-20,2018,"T2"
"2372",40.0722016,-82.8775218,2018-07-24,2018,"T2"
"2373",26.685271759,-80.1131793686,2018-12-15,2018,"T2"
"2374",41.748336415,-92.7204711227,2018-07-18,2018,"T2"
"2375",43.5394329707,-80.2147450076,2012-09-15,2012,"T2"
"2376",27.6207069321,-81.8126790467,2008-09-26,2008,"T2"
"2377",45.0085361167,-92.908875,2018-07-16,2018,"T2"
"2378",43.4478340149,-79.953918457,2018-08-13,2018,"T2"
"2379",43.4410225,-80.5416964,2018-08-17,2018,"T2"
"2380",43.4410225,-80.5416964,2018-08-12,2018,"T2"
"2381",44.324461183,-74.1271464177,2016-08-21,2016,"T2"
"2382",44.324461183,-74.1271464177,2016-08-20,2016,"T2"
"2383",41.9104234027,-82.508958495,2015-07-21,2015,"T2"
"2384",27.0053367162,-80.4571860053,2018-09-03,2018,"T2"
"2385",39.5722188264,-82.0423782456,2018-07-19,2018,"T2"
"2386",42.6679835894,-77.0586033998,2018-08-24,2018,"T2"
"2387",43.1344444444,-80.2336111111,2018-08-22,2018,"T2"
"2388",33.7768356667,-83.3753629167,2018-09-13,2018,"T2"
"2389",41.9789533042,-87.7412689442,2015-06-08,2015,"T2"
"2390",26.0794528333,-80.23707,2018-11-26,2018,"T2"
"2391",42.9532166667,-88.4493472222,2018-08-19,2018,"T2"
"2392",42.9551861111,-88.4528972222,2018-08-19,2018,"T2"
"2393",42.9638166667,-88.4522083333,2018-08-19,2018,"T2"
"2394",29.9774166667,-93.0879216667,2018-09-09,2018,"T2"
"2395",30.817392,-85.234256,2011-03-28,2011,"T2"
"2396",25.7236116667,-80.3583333333,2017-06-25,2017,"T2"
"2397",45.37639606,-73.6226072644,2016-06-02,2016,"T2"
"2398",25.4664208694,-80.4245577381,2018-11-22,2018,"T2"
"2399",45.3219249573,-91.6935692732,2018-07-28,2018,"T2"
"2400",26.0972638333,-80.1772833333,2018-11-21,2018,"T2"
"2401",41.727706955,-87.8609346567,2000-08-16,2000,"T2"
"2402",39.8244548498,-75.6062436104,2014-09-04,2014,"T2"
"2403",30.4230833333,-91.1620555,2018-11-20,2018,"T2"
"2404",39.3817807749,-86.0161000225,2018-07-07,2018,"T2"
"2405",41.7919934036,-93.7847075981,2018-07-20,2018,"T2"
"2406",29.757975,-93.6031783333,2017-05-04,2017,"T2"
"2407",25.83458,-80.23468,2018-10-14,2018,"T2"
"2408",28.5042877261,-80.950433688,2018-09-08,2018,"T2"
"2409",28.5042877261,-80.950433688,2018-06-29,2018,"T2"
"2410",43.7475998351,-79.8079053949,2018-07-21,2018,"T2"
"2411",38.7908162608,-83.4107666934,2018-07-09,2018,"T2"
"2412",26.0174363712,-80.3940322717,2018-11-10,2018,"T2"
"2413",42.95863,-77.67751,2010-07-22,2010,"T2"
"2414",44.3436939426,-75.2695211732,2013-09-30,2013,"T2"
"2415",43.0954944444,-78.0107805556,2009-05-21,2009,"T2"
"2416",26.069651998,-80.2780353097,2018-11-03,2018,"T2"
"2417",26.196905,-81.8103166667,2018-11-04,2018,"T2"
"2418",26.0696106506,-80.2771268669,2018-11-03,2018,"T2"
"2419",26.0698972782,-80.2777242289,2018-11-03,2018,"T2"
"2420",26.0699516349,-80.2777484526,2018-11-03,2018,"T2"
"2421",44.3709478066,-75.5921897275,2016-07-18,2016,"T2"
"2422",44.3451722222,-75.2653111111,2016-08-06,2016,"T2"
"2423",42.1555557484,-80.1015094245,2016-07-26,2016,"T2"
"2424",40.6186307638,-89.6130316984,2007-08-19,2007,"T2"
"2425",26.4286432,-80.1560857,2018-10-28,2018,"T2"
"2426",41.8314849513,-91.7197044136,2018-07-17,2018,"T2"
"2427",42.9636559261,-73.8238258981,2018-08-24,2018,"T2"
"2428",43.3202395215,-88.0111996634,2017-08-15,2017,"T2"
"2429",29.7647995467,-90.7642003379,2018-10-24,2018,"T2"
"2430",28.9992218666,-80.9591906191,2018-10-22,2018,"T2"
"2431",26.7435246867,-80.0982070094,2018-10-21,2018,"T2"
"2432",42.6445837,-81.8193183,2009-06-14,2009,"T2"
"2433",29.6122627306,-82.40922972,2005-07-30,2005,"T2"
"2434",37.5330533286,-90.8413786596,2017-05-17,2017,"T2"
"2435",40.1537624168,-89.8524339694,2017-08-04,2017,"T2"
"2436",43.2757763477,-79.9067081336,2018-10-09,2018,"T2"
"2437",30.0252502185,-90.2094812434,2018-10-11,2018,"T2"
"2438",40.7751140867,-77.7917835116,2018-09-04,2018,"T2"
"2439",30.2166040703,-92.9593170554,2018-10-12,2018,"T2"
"2440",43.2753552882,-79.9767934531,2018-08-02,2018,"T2"
"2441",42.3025206663,-83.6188743823,2018-10-14,2018,"T2"
"2442",28.0604695,-82.4083033333,2018-09-07,2018,"T2"
"2443",39.79330314,-85.96662556,2018-07-25,2018,"T2"
"2444",42.4328342953,-72.9277822842,2018-09-09,2018,"T2"
"2445",30.6371498807,-89.596299464,2018-09-02,2018,"T2"
"2446",38.731026,-92.260163,2011-08-12,2011,"T2"
"2447",42.646717769,-81.8194041523,2009-06-14,2009,"T2"
"2448",40.3284777778,-74.9429388889,2017-10-05,2017,"T2"
"2449",34.6738906671,-82.8240513616,2018-10-11,2018,"T2"
"2450",29.6368301421,-82.2380467692,2018-10-09,2018,"T2"
"2451",26.3670666667,-80.0700816667,2018-09-28,2018,"T2"
"2452",43.2242114,-89.7944975,2018-10-05,2018,"T2"
"2453",29.0807888333,-82.27645,2018-10-08,2018,"T2"
"2454",30.8629416667,-83.2785866667,2018-10-07,2018,"T2"
"2455",26.4519372335,-82.0175109431,2018-09-29,2018,"T2"
"2456",31.9673283333,-81.0686555,2018-10-04,2018,"T2"
"2457",32.44001,-93.6660616667,2018-10-06,2018,"T2"
"2458",32.4402483333,-93.667375,2018-10-06,2018,"T2"
"2459",42.7325125036,-83.5150433339,2018-10-06,2018,"T2"
"2460",27.0303528333,-82.0097666667,2018-09-27,2018,"T2"
"2461",41.988379773,-74.5011748383,2018-08-08,2018,"T2"
"2462",44.4128374091,-76.3991988729,2018-08-29,2018,"T2"
"2463",32.711704119,-79.9546363837,2018-10-04,2018,"T2"
"2464",25.7459966667,-80.2330783333,2018-09-20,2018,"T2"
"2465",29.177441711,-81.0134249926,2018-10-03,2018,"T2"
"2466",37.8253786749,-84.7468342755,2018-09-12,2018,"T2"
"2467",30.4443216667,-91.1056278333,2018-10-02,2018,"T2"
"2468",28.2065921605,-82.7443294878,2018-10-02,2018,"T2"
"2469",39.6300567,-83.2509819,2018-09-30,2018,"T2"
"2470",41.9631283333,-82.5311366667,2018-09-30,2018,"T2"
"2471",43.6299682492,-79.3273312237,2018-08-02,2018,"T2"
"2472",26.0733977318,-80.2737097954,2018-09-24,2018,"T2"
"2473",37.5651808443,-84.1907576368,2018-09-25,2018,"T2"
"2474",42.1726977,-82.818899,2018-07-28,2018,"T2"
"2475",42.1726977,-82.818899,2018-07-25,2018,"T2"
"2476",32.1621491011,-80.78263554,2018-09-01,2018,"T2"
"2477",30.3726716667,-91.1130528333,2018-09-26,2018,"T2"
"2478",30.00837379,-90.05223416,2018-09-25,2018,"T2"
"2479",30.4170329,-90.58389668,2018-08-04,2018,"T2"
"2480",29.6077716667,-82.3037716667,2018-09-25,2018,"T2"
"2481",41.7979671,-87.9969711,2018-09-25,2018,"T2"
"2482",29.60886387,-82.30015413,2018-09-23,2018,"T2"
"2483",32.681940002,-80.3472988602,2018-09-22,2018,"T2"
"2484",42.9953940904,-81.2920210492,2018-08-19,2018,"T2"
"2485",32.4478883333,-93.6689916667,2018-09-23,2018,"T2"
"2486",30.3352666667,-88.5814527778,2018-09-23,2018,"T2"
"2487",27.8118038569,-82.5990710668,2018-09-17,2018,"T2"
"2488",41.8846961384,-80.5933635541,2018-07-21,2018,"T2"
"2489",28.5840036,-81.360755,2018-09-20,2018,"T2"
"2490",44.4660716667,-93.1816033333,2018-07-29,2018,"T2"
"2491",30.0249695,-90.2256916667,2018-09-22,2018,"T2"
"2492",38.6108932495,-90.2587356567,2018-09-21,2018,"T2"
"2493",28.5544828926,-81.6391548514,2018-08-30,2018,"T2"
"2494",45.4508330204,-76.3569942906,2013-08-02,2013,"T2"
"2495",43.0127717433,-90.1159147174,2017-06-02,2017,"T2"
"2496",43.0146357896,-90.1070129722,2017-07-29,2017,"T2"
"2497",43.2757717743,-81.8008722037,2018-09-01,2018,"T2"
"2498",30.2803890873,-89.9419464521,2018-09-15,2018,"T2"
"2499",43.27559884,-81.801293831,2018-09-01,2018,"T2"
"2500",30.41409671,-84.13786972,2018-09-19,2018,"T2"
"2501",30.55950027,-90.93090485,2018-09-19,2018,"T2"
"2502",38.65575,-90.7693416667,2018-08-17,2018,"T2"
"2503",30.4412400305,-91.0853839615,2018-09-18,2018,"T2"
"2504",30.280946565,-89.9213371916,2018-09-15,2018,"T2"
"2505",43.3800813936,-80.3540072219,2018-09-18,2018,"T2"
"2506",30.5114811401,-90.4680659551,2018-09-18,2018,"T2"
"2507",30.5043583,-90.4611995,2018-09-18,2018,"T2"
"2508",32.25004203,-86.08878752,2018-09-18,2018,"T2"
"2509",39.8043428641,-84.0602850243,2018-09-16,2018,"T2"
"2510",43.40938615,-83.67672508,2018-09-18,2018,"T2"
"2511",44.2888100037,-77.7959579054,2018-08-29,2018,"T2"
"2512",44.4799236519,-77.2978005713,2018-09-17,2018,"T2"
"2513",44.4778642333,-77.302436018,2018-09-17,2018,"T2"
"2514",35.2870666667,-93.55767,2018-08-23,2018,"T2"
"2515",39.8768693199,-86.2949899652,2018-09-17,2018,"T2"
"2516",43.391870704,-80.7351323668,2018-09-17,2018,"T2"
"2517",26.3668833333,-80.07042,2018-09-09,2018,"T2"
"2518",43.6095485295,-80.1471069898,2018-08-25,2018,"T2"
"2519",34.2056829,-86.1585436,2018-09-15,2018,"T2"
"2520",31.4882366667,-83.4952166667,2018-09-15,2018,"T2"
"2521",44.7067398774,-73.1438729132,2018-09-12,2018,"T2"
"2522",34.8430366667,-92.46157,2018-09-15,2018,"T2"
"2523",27.8423610075,-82.6660268191,2018-09-09,2018,"T2"
"2524",39.4700283242,-87.4005471915,2018-09-13,2018,"T2"
"2525",39.470028583,-87.4005451798,2018-09-13,2018,"T2"
"2526",39.4700316888,-87.4004875124,2018-09-13,2018,"T2"
"2527",31.1155939688,-83.2113735461,2018-09-13,2018,"T2"
"2528",39.5714707394,-84.7410188124,2018-09-14,2018,"T2"
"2529",30.155825,-92.0812,2018-09-08,2018,"T2"
"2530",29.9788033124,-90.07272047,2018-09-14,2018,"T2"
"2531",42.6203333333,-80.4539166667,2018-09-13,2018,"T2"
"2532",40.5962645822,-85.3845175077,2018-09-13,2018,"T2"
"2533",43.0936288039,-79.0801370814,2018-08-11,2018,"T2"
"2534",30.2133401944,-84.3043391389,2018-09-09,2018,"T2"
"2535",40.0762705921,-86.0222586753,2018-09-13,2018,"T2"
"2536",42.7572628782,-81.4157436484,2018-09-12,2018,"T2"
"2537",42.7570604012,-81.4159459017,2018-09-12,2018,"T2"
"2538",30.4413404502,-91.1675352418,2018-09-12,2018,"T2"
"2539",43.5488815308,-80.2571411133,2018-08-13,2018,"T2"
"2540",27.1338588077,-82.2189373824,2017-08-03,2017,"T2"
"2541",26.9703398021,-82.1298666123,2018-08-01,2018,"T2"
"2542",25.7226783333,-80.2794283333,2018-09-12,2018,"T2"
"2543",34.2056829,-86.1585436,2018-09-11,2018,"T2"
"2544",39.8039646846,-84.0597401094,2018-09-11,2018,"T2"
"2545",44.2971630292,-78.2699155393,2018-08-09,2018,"T2"
"2546",29.1647429893,-82.0374132693,2018-08-25,2018,"T2"
"2547",26.6648637105,-80.1405070981,2018-09-08,2018,"T2"
"2548",25.7144947052,-80.2920761108,2018-09-10,2018,"T2"
"2549",43.0635333333,-73.7845611111,2018-09-09,2018,"T2"
"2550",30.128281215,-93.2442120451,2018-09-10,2018,"T2"
"2551",35.9509166667,-83.6949216667,2018-09-10,2018,"T2"
"2552",45.206792816,-75.2270400269,2018-09-09,2018,"T2"
"2553",32.24357,-80.7759783333,2018-08-19,2018,"T2"
"2554",41.68199822,-87.52965711,2018-09-09,2018,"T2"
"2555",38.7612489731,-83.4034814946,2014-08-01,2014,"T2"
"2556",30.443668061,-84.1757830475,2018-09-09,2018,"T2"
"2557",41.7832522,-87.578253,2018-09-04,2018,"T2"
